par,est,iter,ln_sigma_eta,ln_kappa2,Estimation model,Operating model
ln_kappa2,1.5433952292620468,86,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.741567710904077,86,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.630653326516794,86,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7591879144100258,86,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.951853903593318,86,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.481086217304963,86,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6013967269602516,86,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4667580532086784,87,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5513287785387224,87,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0518763532811444,87,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.392710647005435,87,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.007252617257223,87,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.8477369096015782,87,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.698746462999276,87,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.014486673112379,87,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.4779077203671966,87,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.7634921521616856,87,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3224455131068225,88,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7116759792879348,88,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.0488528410091873,88,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7251063161200173,88,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.18098968325915,88,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.591811487300447,88,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.864450814565593,88,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7940333959966903,88,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.5121838282293396,88,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.1757766045246564,88,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8401145886473573,89,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5505196473265335,89,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7394661330663315,89,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6414352581322031,89,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.975537231474368,89,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4296276410077873,89,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.383254111462095,89,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8666167528770496,89,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.3839842404460136,89,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1804318716010431,89,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6115920507582318,90,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5609852336942345,90,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-6.363881036668882,90,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.16115856796579706,90,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9611945982735066,90,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5034580712682029,90,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0323534655836384,90,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.772551000766058,90,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.860533010800493,90,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.13650266411407347,90,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1929093493814427,91,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3566107409376875,91,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6373357239061126,91,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.538945132082094,91,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.304713068212785,91,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.690926620741044,91,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7113646330552434,91,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0728267383370174,91,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.2717649492605818,91,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0008344282290993,91,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7396243331384182,92,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5644445250807701,92,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.029746675822806,92,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4445205599426951,92,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9409967780841892,92,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5533340933734934,92,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9188605314196483,92,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1059896436241767,92,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.47105032521817,92,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.3917658379816402,92,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.212529845980475,93,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5395714295239746,93,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.971246679156913,93,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3455694407867513,93,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.22290352782682,93,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9392751283408327,93,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5010785344231916,93,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1773052432115527,93,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.3184335948384436,93,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6371776073056359,93,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.13151354707947,94,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8706019778032819,94,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1410037528676162,94,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4334895793320743,94,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8601448934692977,94,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7071028755702147,94,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.911762405217787,94,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.2226537709038925,94,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.4241137381599391,94,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3616080201855634,94,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-4.504782949902859,95,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.8137780888187767,95,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1514715547466987,95,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3599123563009399,95,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.229074780718123,95,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.329418346089687,95,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.708247417177484,95,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.95627518960397,95,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-6.969962291806378,95,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-5.880574999742805,95,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.125800977220649,96,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.361901072650178,96,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.435145158215446,96,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.587097311922427,96,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1696602273278374,96,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.444952933578057,96,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9410343137779362,96,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0570578346222033,96,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.0687352065112545,96,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.38036435943929964,96,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9894289510281364,97,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3542863620848942,97,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5035842412311102,97,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3362723245774186,97,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.617834375496817,97,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4757246562041453,97,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.53013058081206,97,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.224723520365167,97,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.813703057755315,97,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.2944778636595157,97,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4182763923204473,98,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5644972440759468,98,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9880162348487844,98,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4548181843847998,98,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7313461743039054,98,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3620747539344589,98,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9486955980391527,98,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.770285522897758,98,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.476190624552843,98,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.30302169740069324,98,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3403578135035046,99,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8517809589276901,99,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-1.8984799502822636,99,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.816756571162161,99,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6614572959550937,99,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5083046765680288,99,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.673128404590555,99,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.890806506022329,99,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.8815552768518375,99,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6058105632618226,99,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.891142091642918,100,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5152182441490512,100,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.676902343160938,100,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.629796971675391,100,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8203150814036073,100,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1717520885896593,100,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0626770144345485,100,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8046062618710033,100,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-6.546385563475045,100,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.1396778475534225,100,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.1229261009786016,101,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3669241766125955,101,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4014063098099343,101,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8920414722541394,101,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1341271556946926,101,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5602017203498082,101,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8520007200243658,101,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.315303492968305,101,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.028767914254776,101,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.2148292056307262,101,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0730850378466132,102,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6025437098973208,102,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0570798917799435,102,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5888507437776986,102,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0411694366820905,102,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5269789549384885,102,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.768322906532817,102,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9294896823676617,102,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.9897871973605716,102,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5921125261921764,102,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.29973832874289,103,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8047649534146724,103,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1296543036397995,103,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4490083800900895,103,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.103872527078721,103,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.602837002141065,103,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.840254590858757,103,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9927698420289044,103,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.14909821320196,103,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2449239542983321,103,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.302711441279837,104,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6914608378274611,104,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.059980925035026,104,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1547204648827711,104,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2550728101614417,104,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4002641156613203,104,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.438780566124292,104,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8571162923392937,104,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.466369538693069,104,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.45528977239426016,104,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5108866313669007,105,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6322206822938665,105,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.035972284575763,105,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2981662060630594,105,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5350716837524616,105,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.0771115765304056,105,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.859629811150684,105,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.5167591984471347,105,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.992992105459925,105,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5338020049596645,105,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.7427186909537182,106,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.243523365377008,106,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0121056880928654,106,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.458736879693453,106,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.282635050408639,106,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8912684671450475,106,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1069960627412425,106,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.16963876110215,106,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.574508147594491,106,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-4.771557966042342,106,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.856243395248366,107,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.0988744429121984,107,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9628820039978137,107,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4331149400846694,107,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9990500188742506,107,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.277076632688498,107,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7638573643033997,107,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8126019702478158,107,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.3545359943738835,107,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5172523074286423,107,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.000977134019384,108,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.481781441409522,108,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8492756260390313,108,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4062663624834855,108,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.128342684751868,108,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.968127416200343,108,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.630543872178357,108,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.2071087528559907,108,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.519161897858537,108,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-6.328525079877776,108,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-1.8655685347824709,109,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8613350052642623,109,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.393879545349715,109,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5183304199540435,109,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.539767709057512,109,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.51421798473019,109,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7733532176553686,109,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.420920207945454,109,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.479393331525903,109,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.20497738069768284,109,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4003877067112436,110,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6413255368748796,110,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0203524273364377,110,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3912206252565726,110,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.314617707976162,110,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.414378058904378,110,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7823329911174772,110,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.983299898681182,110,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.750447757991257,110,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.8521403073879387,110,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.933868200162443,111,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6272107070215858,111,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.6163129277686634,111,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0856617838532951,111,0.1,1.5,Diffusion,Operating model = Diffusion
